year,mileage,engineSize,transmission,model,fuelType,price
2018,14976,2,Semi-Auto, Focus,Diesel,19000
2016,46000,1,Semi-Auto, Focus,Petrol,8450
2014,36996,1,Manual, Focus,Petrol,6950
2013,79285,1.6,Manual, Focus,Diesel,5450
2017,23187,1,Manual, Focus,Petrol,11499
2017,38047,2,Manual, Focus,Diesel,15490
2015,24004,1.5,Manual, Focus,Diesel,8500
2017,14728,1.5,Manual, Focus,Petrol,12250
2013,46830,1.6,Manual, Focus,Diesel,6291
2016,29299,1.5,Manual, Focus,Diesel,9499
2018,25126,1,Manual, Focus,Petrol,12999
2018,20298,2,Manual, Focus,Diesel,18999
2013,37483,2,Manual, Focus,Petrol,10999
2017,17797,1,Manual, Focus,Petrol,10993
2019,10584,1.5,Manual, Focus,Diesel,16995
2016,32000,2,Manual, Focus,Diesel,13995
2018,7005,2.3,Manual, Focus,Petrol,29390
2018,11616,2,Manual, Focus,Petrol,17400
2019,3277,2,Automatic, Focus,Diesel,19110
2013,95723,1.6,Manual, Focus,Diesel,5820
2017,33362,1,Semi-Auto, Focus,Petrol,10999
2017,16292,2,Manual, Focus,Petrol,18500
2019,5671,2,Automatic, Focus,Diesel,19325
2019,13402,1,Manual, Focus,Petrol,17500
2018,8558,1,Manual, Focus,Petrol,12750
2018,22854,1,Manual, Focus,Petrol,11680
2019,19768,1.5,Manual, Focus,Diesel,14548
2014,72475,1,Manual, Focus,Petrol,5752
2016,31589,1.5,Manual, Focus,Diesel,10390
2015,45323,1.6,Manual, Focus,Diesel,7990
2019,5060,2.3,Manual, Focus,Petrol,24250
2017,27051,1,Manual, Focus,Petrol,10840
2017,21069,1.5,Manual, Focus,Diesel,11799
2017,17797,1,Manual, Focus,Petrol,10993
2018,13861,1.5,Manual, Focus,Diesel,14999
2019,1038,1.5,Manual, Focus,Petrol,17370
2019,3412,1,Manual, Focus,Petrol,15590
2019,6175,1,Manual, Focus,Petrol,15340
2017,33432,1.5,Manual, Focus,Diesel,9780
2015,61949,1.5,Manual, Focus,Diesel,8467
2016,26076,1.5,Manual, Focus,Diesel,10498
2017,25941,1.5,Manual, Focus,Diesel,12498
2017,21378,1,Manual, Focus,Petrol,10998
2017,29826,1.5,Manual, Focus,Diesel,11998
2017,22480,1.5,Manual, Focus,Diesel,11298
2019,7932,1,Manual, Focus,Petrol,15500
2017,35261,1.5,Manual, Focus,Diesel,10900
2019,2112,1,Manual, Focus,Petrol,17500
2017,24450,1.5,Manual, Focus,Diesel,12200
2018,5014,1,Manual, Focus,Petrol,12500
2018,13273,1,Manual, Focus,Petrol,12495
2017,25887,1.5,Manual, Focus,Diesel,11395
2017,30387,1,Manual, Focus,Petrol,9995
2017,11000,1,Manual, Focus,Petrol,10990
2018,12154,1.5,Automatic, Focus,Petrol,18000
2017,7084,1,Semi-Auto, Focus,Petrol,11998
2017,16276,1.5,Manual, Focus,Diesel,10998
2017,18123,1.5,Manual, Focus,Diesel,11998
2016,14736,1,Manual, Focus,Petrol,9298
2014,29014,1.6,Semi-Auto, Focus,Petrol,8498
2017,23562,1,Manual, Focus,Petrol,10298
2018,11132,1,Manual, Focus,Petrol,13298
2015,30286,1.5,Manual, Focus,Petrol,10499
2018,24533,1,Manual, Focus,Petrol,12450
2018,39448,1.5,Manual, Focus,Diesel,13000
2017,19239,1.5,Manual, Focus,Diesel,11000
2018,6900,1.5,Manual, Focus,Diesel,15490
2019,5000,1,Manual, Focus,Petrol,18000
2017,29000,1.5,Manual, Focus,Diesel,11000
2015,40523,1,Manual, Focus,Petrol,7800
2014,58289,1,Manual, Focus,Petrol,7500
2019,7241,1,Manual, Focus,Petrol,16800
2018,14030,1,Manual, Focus,Petrol,14870
2019,2450,1,Automatic, Focus,Petrol,16107
2014,39000,1,Manual, Focus,Petrol,7299
2015,43055,1.6,Manual, Focus,Diesel,8899
2013,22608,1,Manual, Focus,Petrol,6799
2013,53183,1,Manual, Focus,Petrol,5399
2017,16878,1,Manual, Focus,Petrol,11999
2018,3037,1,Manual, Focus,Petrol,14298
2017,8543,1.5,Automatic, Focus,Petrol,14998
2017,27000,2,Manual, Focus,Petrol,16995
2017,29546,2,Manual, Focus,Diesel,15500
2017,14255,1,Manual, Focus,Petrol,12000
2018,3969,1.5,Automatic, Focus,Petrol,18000
2019,3975,1.5,Automatic, Focus,Diesel,20000
2017,21910,1,Manual, Focus,Petrol,9250
2018,27647,1.5,Manual, Focus,Diesel,12560
2014,77000,1.6,Manual, Focus,Diesel,5777
2017,31653,1.5,Automatic, Focus,Diesel,12499
2019,10000,1,Manual, Focus,Petrol,16499
2018,11736,1,Manual, Focus,Petrol,15599
2016,14879,1,Manual, Focus,Petrol,10900
2017,18324,1,Manual, Focus,Petrol,10900
2019,5900,1.5,Automatic, Focus,Diesel,18599
2018,10250,1,Manual, Focus,Petrol,12000
2019,5458,2,Automatic, Focus,Diesel,20000
2018,13760,1,Manual, Focus,Petrol,13490
2018,11060,1,Manual, Focus,Petrol,13490
2018,7570,1,Manual, Focus,Petrol,13990
2018,27740,1,Manual, Focus,Petrol,13930
2019,1187,1,Manual, Focus,Petrol,16900
2016,32546,2,Manual, Focus,Diesel,11495
2017,15437,2,Manual, Focus,Petrol,17495
2017,11206,2,Manual, Focus,Petrol,19995
2018,33210,1.5,Manual, Focus,Diesel,15999
2015,29391,1.5,Manual, Focus,Diesel,9999
2019,3098,1,Manual, Focus,Petrol,17900
2018,8229,1,Manual, Focus,Petrol,14700
2017,26500,1,Manual, Focus,Petrol,11202
2015,38052,1,Manual, Focus,Petrol,7995
2018,12521,1,Manual, Focus,Petrol,13995
2018,46679,1.5,Manual, Focus,Diesel,11995
2015,37231,2,Manual, Focus,Diesel,10495
2018,8000,1.5,Manual, Focus,Diesel,15999
2018,18000,1.5,Manual, Focus,Diesel,15599
2018,6000,1.5,Manual, Focus,Diesel,15999
2017,23367,2,Manual, Focus,Diesel,17200
2018,13420,1,Manual, Focus,Petrol,12600
2018,17881,1,Manual, Focus,Petrol,11900
2017,8120,1.5,Manual, Focus,Petrol,13900
2017,10304,1,Manual, Focus,Petrol,11300
2018,5218,1,Manual, Focus,Petrol,17900
2019,5387,1,Manual, Focus,Petrol,15700
2017,15716,1,Semi-Auto, Focus,Petrol,11600
2018,14125,1,Manual, Focus,Petrol,13495
2018,12042,1,Manual, Focus,Petrol,13995
2014,34496,1.6,Manual, Focus,Petrol,7000
2018,15448,2,Manual, Focus,Petrol,20000
2017,16838,1.5,Manual, Focus,Diesel,13000
2018,10355,1,Manual, Focus,Petrol,13000
2020,50,1,Manual, Focus,Petrol,23500
2016,36329,1.5,Manual, Focus,Diesel,7890
2018,8564,1,Manual, Focus,Petrol,11250
2017,26240,1,Manual, Focus,Petrol,11001
2016,32113,1.5,Manual, Focus,Diesel,9499
2016,90007,1.5,Manual, Focus,Diesel,7499
2018,18582,1,Manual, Focus,Petrol,13999
2015,29389,1.5,Manual, Focus,Diesel,9999
2017,19895,1,Manual, Focus,Petrol,10999
2017,8789,2,Manual, Focus,Petrol,18000
2016,7149,2,Manual, Focus,Diesel,16900
2019,2886,1,Manual, Focus,Petrol,16500
2017,26587,2,Manual, Focus,Diesel,17495
2018,12197,1,Manual, Focus,Petrol,13995
2018,16513,1,Manual, Focus,Petrol,13695
2015,77451,1.6,Manual, Focus,Diesel,6995
2018,9621,1,Manual, Focus,Petrol,15999
2019,7865,1,Manual, Focus,Petrol,16999
2017,40820,1.5,Manual, Focus,Petrol,11599
2016,55790,1.5,Manual, Focus,Diesel,9499
2018,14350,1,Manual, Focus,Petrol,12699
2016,40421,1,Manual, Focus,Petrol,8599
2019,3056,1.5,Automatic, Focus,Petrol,19999
2014,58200,1.6,Manual, Focus,Diesel,6995
2015,39250,1.6,Semi-Auto, Focus,Petrol,8495
2019,7642,1.5,Manual, Focus,Diesel,16499
2015,40097,1,Manual, Focus,Petrol,7991
2015,57291,1.5,Manual, Focus,Diesel,7991
2017,35289,1.5,Semi-Auto, Focus,Diesel,11995
2016,41151,1.5,Manual, Focus,Diesel,9780
2016,44368,1.5,Semi-Auto, Focus,Diesel,9650
2017,21833,1.5,Manual, Focus,Diesel,10671
2017,7845,1.5,Manual, Focus,Diesel,10400
2017,23372,1.5,Manual, Focus,Diesel,10991
2016,32113,1.5,Manual, Focus,Diesel,9499
2018,16628,1,Manual, Focus,Petrol,16299
2017,17039,1,Manual, Focus,Petrol,10999
2017,33104,1,Manual, Focus,Petrol,11250
2017,9381,1,Manual, Focus,Petrol,11999
2017,17918,1,Manual, Focus,Petrol,11499
2017,19933,1,Manual, Focus,Petrol,11995
2019,4456,1,Manual, Focus,Petrol,17300
2019,5342,1,Manual, Focus,Petrol,17520
2016,5034,1,Semi-Auto, Focus,Petrol,11810
2018,21831,1.5,Manual, Focus,Diesel,11800
2018,13452,1.5,Manual, Focus,Diesel,14380
2018,6421,1,Manual, Focus,Petrol,11250
2017,14203,2,Manual, Focus,Diesel,15997
2016,44943,1.5,Manual, Focus,Diesel,8690
2018,7049,1,Manual, Focus,Petrol,14990
2017,65746,1.5,Manual, Focus,Diesel,8995
2015,46800,1,Manual, Focus,Petrol,6750
2013,52632,1,Manual, Focus,Petrol,6190
2015,20701,1.5,Automatic, Focus,Petrol,10590
2016,20076,2,Manual, Focus,Petrol,15387
2015,78164,1.6,Manual, Focus,Diesel,6730
2020,771,1.5,Manual, Focus,Diesel,18511
2016,49089,1,Manual, Focus,Petrol,7391
2014,26900,1,Manual, Focus,Petrol,8291
2015,59201,1.6,Manual, Focus,Diesel,7350
2018,10551,1,Manual, Focus,Petrol,15340
2017,22132,1,Semi-Auto, Focus,Petrol,11220
2017,10365,1.5,Automatic, Focus,Petrol,13498
2017,14895,1.5,Manual, Focus,Diesel,11998
2016,62874,1,Manual, Focus,Petrol,7998
2015,16299,1.5,Manual, Focus,Petrol,12000
2018,23604,2,Manual, Focus,Diesel,18500
2017,34495,1.5,Manual, Focus,Diesel,11000
2019,10690,1.5,Automatic, Focus,Diesel,18990
2017,14446,2,Manual, Focus,Petrol,16230
2019,4520,1.5,Manual, Focus,Diesel,18030
2017,14882,2,Automatic, Focus,Diesel,19220
2018,22358,1,Manual, Focus,Petrol,14140
2014,29479,1.6,Semi-Auto, Focus,Petrol,7950
2016,23154,1,Manual, Focus,Petrol,9499
2018,10365,2,Manual, Focus,Petrol,19999
2018,10384,1,Manual, Focus,Petrol,12990
2017,15935,1,Manual, Focus,Petrol,11695
2018,23047,1,Manual, Focus,Petrol,13495
2016,55400,2,Semi-Auto, Focus,Diesel,10495
2016,41741,1.5,Manual, Focus,Diesel,10495
2016,49286,1,Manual, Focus,Petrol,8795
2017,10796,1,Semi-Auto, Focus,Petrol,11995
2018,26495,1,Manual, Focus,Petrol,11746
2018,14363,1,Manual, Focus,Petrol,12700
2018,3023,1.5,Manual, Focus,Diesel,15000
2018,20597,1,Manual, Focus,Petrol,13200
2017,20205,1.5,Manual, Focus,Petrol,11750
2017,13652,1,Manual, Focus,Petrol,11000
2018,14858,1,Manual, Focus,Petrol,14000
2016,23126,1.5,Manual, Focus,Diesel,10337
2015,20770,1.5,Manual, Focus,Diesel,9300
2016,66477,1.5,Manual, Focus,Diesel,7582
2017,15000,1,Manual, Focus,Petrol,12599
2016,11621,1,Manual, Focus,Petrol,10999
2018,33313,1.5,Manual, Focus,Diesel,10995
2017,52132,1.5,Manual, Focus,Diesel,9995
2019,4211,1,Manual, Focus,Petrol,16495
2018,14794,1.5,Manual, Focus,Diesel,15995
2018,32326,1.5,Manual, Focus,Diesel,10695
2019,6130,1,Manual, Focus,Petrol,17495
2013,55173,1,Manual, Focus,Petrol,5991
2018,15417,1,Manual, Focus,Petrol,11982
2018,6633,1,Manual, Focus,Petrol,11982
2016,39753,1.5,Manual, Focus,Diesel,8882
2015,47861,1.5,Manual, Focus,Diesel,8982
2017,23779,2,Manual, Focus,Diesel,14971
2016,10500,1,Manual, Focus,Petrol,10482
2017,22599,1,Manual, Focus,Petrol,10982
2017,30363,1,Manual, Focus,Petrol,9995
2016,35638,1.5,Manual, Focus,Diesel,8995
2016,19518,1.5,Manual, Focus,Diesel,10695
2017,14288,1,Manual, Focus,Petrol,12295
2014,29222,1.6,Semi-Auto, Focus,Petrol,7542
2019,3276,1.5,Manual, Focus,Diesel,17991
2013,66020,1.6,Manual, Focus,Diesel,5850
2019,2852,1,Manual, Focus,Petrol,17410
2015,50356,1,Manual, Focus,Petrol,7761
2015,51731,1.5,Manual, Focus,Diesel,9291
2017,4000,1.5,Manual, Focus,Petrol,14499
2017,26828,1,Manual, Focus,Petrol,10997
2017,13631,1,Manual, Focus,Petrol,13999
2015,62299,1,Manual, Focus,Petrol,7299
2018,17379,1,Manual, Focus,Petrol,13999
2017,44800,1.5,Semi-Auto, Focus,Diesel,10999
2018,16087,1,Manual, Focus,Petrol,12999
2019,4905,1.5,Manual, Focus,Diesel,20100
2018,18660,2,Manual, Focus,Diesel,18060
2014,72500,1.6,Manual, Focus,Diesel,6000
2016,13500,1.6,Semi-Auto, Focus,Petrol,10491
2014,52828,1.6,Manual, Focus,Diesel,7295
2017,14554,1.5,Manual, Focus,Diesel,12250
2018,7732,1,Manual, Focus,Petrol,12499
2018,12073,1.5,Manual, Focus,Diesel,12899
2018,10783,1,Manual, Focus,Petrol,14999
2019,6955,1,Manual, Focus,Petrol,15380
2019,9700,1,Manual, Focus,Petrol,15400
2019,2485,1,Manual, Focus,Petrol,15480
2019,11795,1.5,Manual, Focus,Diesel,15810
2017,16000,1.5,Manual, Focus,Diesel,10250
2019,4022,1,Manual, Focus,Petrol,16360
2019,5641,1,Manual, Focus,Petrol,17170
2019,1566,1,Manual, Focus,Petrol,19970
2018,25299,1.5,Manual, Focus,Diesel,11800
2016,63664,1.5,Manual, Focus,Diesel,7798
2016,16192,1.5,Manual, Focus,Diesel,10498
2018,17542,1,Manual, Focus,Petrol,12999
2018,10604,1,Manual, Focus,Petrol,11677
2019,13331,1,Manual, Focus,Petrol,16499
2019,8098,1,Manual, Focus,Petrol,15499
2019,9862,1,Manual, Focus,Petrol,16499
2017,14603,1,Manual, Focus,Petrol,10500
2017,21263,1,Manual, Focus,Petrol,10995
2018,21364,1,Manual, Focus,Petrol,12691
2016,43200,1.5,Manual, Focus,Diesel,8591
2016,43960,1.5,Manual, Focus,Diesel,9040
2016,26550,1,Manual, Focus,Petrol,9380
2018,9470,1,Manual, Focus,Petrol,13990
2018,8980,1,Manual, Focus,Petrol,13990
2016,30170,1.5,Manual, Focus,Diesel,9000
2014,23000,2,Manual, Focus,Petrol,11607
2016,12376,1,Manual, Focus,Petrol,10080
2015,13655,1.6,Semi-Auto, Focus,Petrol,10390
2018,21362,2,Manual, Focus,Petrol,19298
2016,23243,1.5,Manual, Focus,Diesel,9698
2019,17819,1,Manual, Focus,Petrol,16998
2019,3379,1,Manual, Focus,Petrol,18000
2019,3750,1,Manual, Focus,Petrol,20000
2017,60680,1.5,Manual, Focus,Diesel,8995
2018,7672,1,Semi-Auto, Focus,Petrol,13495
2017,17493,2,Manual, Focus,Diesel,16995
2018,29649,2,Manual, Focus,Diesel,15995
2019,9299,2,Automatic, Focus,Diesel,16995
2018,17635,1,Manual, Focus,Petrol,14495
2017,22572,1.5,Manual, Focus,Diesel,11995
2017,18636,1,Manual, Focus,Petrol,10395
2016,41429,1.5,Manual, Focus,Diesel,8991
2016,29229,2,Manual, Focus,Diesel,12792
2018,10286,2,Manual, Focus,Petrol,17991
2014,34457,2,Manual, Focus,Petrol,12661
2014,71250,1.5,Manual, Focus,Diesel,6936
2015,62251,1.5,Manual, Focus,Diesel,6920
2013,59669,1,Manual, Focus,Petrol,6365
2014,47067,1.6,Semi-Auto, Focus,Petrol,7330
2017,33324,1.5,Manual, Focus,Diesel,10498
2019,12325,1,Automatic, Focus,Petrol,16498
2019,13574,1,Manual, Focus,Petrol,14498
2019,1865,1.5,Automatic, Focus,Diesel,17320
2019,7008,1,Manual, Focus,Petrol,19180
2019,2068,1,Manual, Focus,Petrol,15650
2016,19097,2,Manual, Focus,Diesel,14050
2018,16760,1,Manual, Focus,Petrol,14195
2017,26828,1,Manual, Focus,Petrol,10000
2017,31070,1.5,Manual, Focus,Diesel,12000
2017,21582,1.5,Manual, Focus,Diesel,11000
2017,14554,1.5,Manual, Focus,Diesel,12250
2017,14737,1,Manual, Focus,Petrol,14000
2018,23868,1,Manual, Focus,Petrol,12500
2017,23900,1,Manual, Focus,Petrol,10650
2017,10057,2.3,Manual, Focus,Petrol,32000
2019,7820,1,Manual, Focus,Petrol,16495
2017,11741,1,Manual, Focus,Petrol,11999
2019,430,1,Automatic, Focus,Petrol,19499
2019,15000,1.5,Manual, Focus,Petrol,20999
2017,20800,1.5,Manual, Focus,Diesel,10100
2017,21720,1,Manual, Focus,Petrol,10510
2015,33661,2,Semi-Auto, Focus,Diesel,11495
2018,15165,2,Manual, Focus,Petrol,17750
2018,14162,1.5,Manual, Focus,Diesel,12000
2019,419,2.3,Manual, Focus,Petrol,26500
2019,9493,1,Manual, Focus,Petrol,16000
2017,33274,1.5,Manual, Focus,Diesel,11000
2015,43265,1.5,Manual, Focus,Diesel,8400
2013,47207,1.6,Manual, Focus,Diesel,6190
2013,61339,1.6,Semi-Auto, Focus,Petrol,5700
2018,10467,1,Manual, Focus,Petrol,11000
2018,21817,2,Manual, Focus,Petrol,17998
2019,6516,1.5,Automatic, Focus,Petrol,18998
2019,13255,1,Manual, Focus,Petrol,16998
2017,21000,1,Manual, Focus,Petrol,12999
2019,3805,1.5,Manual, Focus,Petrol,20999
2018,14929,1,Manual, Focus,Petrol,11999
2017,35047,1.5,Manual, Focus,Diesel,10499
2015,71314,1.5,Manual, Focus,Diesel,6598
2017,30312,2,Manual, Focus,Diesel,15591
2018,17809,2,Manual, Focus,Petrol,17782
2019,6500,1,Manual, Focus,Petrol,16880
2019,13030,1,Automatic, Focus,Petrol,17498
2018,22656,1,Manual, Focus,Petrol,10591
2016,19823,1.5,Automatic, Focus,Petrol,12697
2017,14392,1,Semi-Auto, Focus,Petrol,12997
2019,9000,1,Manual, Focus,Petrol,15580
2017,17573,2,Manual, Focus,Petrol,17291
2019,4654,1,Manual, Focus,Petrol,14250
2019,12125,1,Manual, Focus,Petrol,14791
2019,13284,1.5,Manual, Focus,Diesel,15291
2019,11146,1,Manual, Focus,Petrol,13991
2019,16000,1.5,Manual, Focus,Diesel,16110
2017,18150,1,Manual, Focus,Petrol,11498
2017,14176,2,Manual, Focus,Petrol,18998
2019,13039,1,Manual, Focus,Petrol,16998
2017,16703,1,Manual, Focus,Petrol,12798
2017,20120,1.5,Manual, Focus,Diesel,11498
2017,21755,1,Manual, Focus,Petrol,9991
2017,15310,2,Manual, Focus,Diesel,18030
2017,12418,1,Manual, Focus,Petrol,11498
2014,78323,1.6,Manual, Focus,Diesel,5298
2017,11577,1.5,Automatic, Focus,Petrol,12998
2017,32557,1.5,Manual, Focus,Diesel,11698
2017,17398,1.5,Manual, Focus,Diesel,11698
2018,11710,1,Manual, Focus,Petrol,13490
2018,13110,1,Manual, Focus,Petrol,13490
2018,22143,1,Manual, Focus,Petrol,14820
2019,100,1,Manual, Focus,Petrol,20170
2019,10841,1.5,Automatic, Focus,Diesel,19291
2019,9500,1,Manual, Focus,Petrol,17410
2019,8,1,Manual, Focus,Petrol,17520
2018,19091,2,Manual, Focus,Petrol,16690
2018,17045,1,Manual, Focus,Petrol,11750
2019,3273,1,Manual, Focus,Petrol,14590
2019,9824,1,Manual, Focus,Petrol,14310
2019,8160,1,Manual, Focus,Petrol,14300
2017,17735,2,Manual, Focus,Diesel,16900
2018,14502,2,Manual, Focus,Diesel,18500
2019,11138,1,Manual, Focus,Petrol,15300
2018,26317,2,Manual, Focus,Petrol,17500
2019,292,1,Manual, Focus,Petrol,16477
2019,10500,1,Manual, Focus,Petrol,15440
2019,3572,1,Manual, Focus,Petrol,15460
2019,5684,1,Manual, Focus,Petrol,15440
2019,8292,1,Manual, Focus,Petrol,15470
2019,7453,1,Manual, Focus,Petrol,15510
2019,8980,1,Manual, Focus,Petrol,15420
2018,27733,1,Manual, Focus,Petrol,10700
2017,21874,1,Manual, Focus,Petrol,11300
2018,13340,1.5,Automatic, Focus,Petrol,17900
2019,100,1,Manual, Focus,Petrol,18900
2018,10586,2,Manual, Focus,Petrol,17900
2019,8568,1,Manual, Focus,Petrol,16200
2019,9552,1.5,Manual, Focus,Petrol,18900
2016,24800,1.5,Manual, Focus,Diesel,10400
2018,14505,1,Manual, Focus,Petrol,15500
2017,19086,1,Manual, Focus,Petrol,10500
2017,17423,1,Manual, Focus,Petrol,11000
2017,16971,1,Manual, Focus,Petrol,11000
2016,23499,1,Manual, Focus,Petrol,10500
2013,51382,2,Manual, Focus,Petrol,9998
2016,24432,2,Manual, Focus,Diesel,15698
2019,13701,1,Automatic, Focus,Petrol,16498
2018,15000,1,Manual, Focus,Petrol,14795
2018,15721,1,Manual, Focus,Petrol,16495
2018,6575,1,Manual, Focus,Petrol,14500
2019,7268,1,Manual, Focus,Petrol,15400
2019,6855,1,Manual, Focus,Petrol,15995
2018,11489,1,Manual, Focus,Petrol,12995
2017,18656,1,Manual, Focus,Petrol,10795
2019,12544,1,Manual, Focus,Petrol,19995
2019,10269,1.5,Manual, Focus,Diesel,16995
2019,5283,1.5,Manual, Focus,Diesel,16600
2017,14877,1.5,Manual, Focus,Petrol,12900
2019,4365,2,Automatic, Focus,Diesel,20400
2018,22076,1,Manual, Focus,Petrol,11800
2015,37344,2,Manual, Focus,Diesel,13800
2019,9300,1,Manual, Focus,Petrol,16900
2017,38565,2,Manual, Focus,Diesel,16500
2018,13974,1,Manual, Focus,Petrol,12200
2018,14992,1,Manual, Focus,Petrol,12400
2017,24277,2,Manual, Focus,Diesel,14900
2018,8781,1.5,Manual, Focus,Diesel,16500
2018,20561,2,Manual, Focus,Petrol,19498
2017,22163,1.5,Manual, Focus,Diesel,12298
2016,35074,2,Manual, Focus,Diesel,14498
2017,18856,1,Manual, Focus,Petrol,11998
2018,10335,1,Manual, Focus,Petrol,13495
2019,9304,1,Manual, Focus,Petrol,15995
2017,23572,1.5,Manual, Focus,Petrol,11795
2015,59865,1.5,Manual, Focus,Diesel,8495
2013,53707,1.6,Manual, Focus,Diesel,6495
2017,18186,1,Manual, Focus,Petrol,10695
2018,8107,2,Manual, Focus,Diesel,17495
2020,3155,1.5,Automatic, Focus,Petrol,25500
2018,12657,2,Manual, Focus,Diesel,17000
2019,5113,1,Manual, Focus,Petrol,16300
2018,14682,2,Manual, Focus,Petrol,19000
2013,32685,1.6,Semi-Auto, Focus,Petrol,6698
2019,3159,1,Automatic, Focus,Petrol,18991
2016,32512,1,Manual, Focus,Petrol,8491
2017,16519,2,Manual, Focus,Petrol,16190
2015,31816,1.6,Semi-Auto, Focus,Petrol,7600
2019,12555,1.5,Manual, Focus,Diesel,15991
2018,5482,1,Manual, Focus,Petrol,14295
2018,13878,1.5,Manual, Focus,Diesel,11704
2020,2102,2.3,Manual, Focus,Petrol,26723
2015,67588,2,Manual, Focus,Diesel,11350
2019,8836,1,Manual, Focus,Petrol,17499
2018,19611,2,Manual, Focus,Diesel,16200
2018,10983,1,Manual, Focus,Petrol,16999
2018,18050,1,Manual, Focus,Petrol,11000
2016,23260,1.5,Manual, Focus,Diesel,10300
2015,54700,1.5,Manual, Focus,Diesel,9250
2017,47267,1.5,Manual, Focus,Diesel,9860
2015,78968,1.5,Manual, Focus,Diesel,6350
2017,24000,1,Manual, Focus,Petrol,11220
2017,22887,1,Manual, Focus,Petrol,9659
2019,3575,1,Manual, Focus,Petrol,16629
2017,11882,2,Semi-Auto, Focus,Diesel,14999
2019,7462,1,Manual, Focus,Petrol,15799
2017,13063,2,Manual, Focus,Petrol,18499
2017,26592,2,Manual, Focus,Petrol,16999
2018,4391,2,Manual, Focus,Petrol,20499
2018,11524,1,Manual, Focus,Petrol,13499
2017,24334,1,Manual, Focus,Petrol,10999
2019,4000,1,Manual, Focus,Petrol,18999
2019,8000,1,Manual, Focus,Petrol,18999
2018,18053,1,Manual, Focus,Petrol,12499
2018,10000,1,Manual, Focus,Petrol,15499
2018,15452,1.5,Automatic, Focus,Diesel,14749
2018,14482,1.5,Manual, Focus,Diesel,14990
2017,13626,2.3,Manual, Focus,Petrol,25990
2014,38792,1.6,Manual, Focus,Petrol,6670
2016,13400,2,Manual, Focus,Petrol,15877
2019,12691,1.5,Manual, Focus,Diesel,15080
2019,18638,1.5,Manual, Focus,Diesel,14594
2016,38322,1,Manual, Focus,Petrol,9432
2016,32316,1,Manual, Focus,Petrol,9910
2017,17918,1,Manual, Focus,Petrol,10999
2018,26100,1.5,Manual, Focus,Diesel,12499
2018,16392,1,Manual, Focus,Petrol,13499
2019,4833,1,Manual, Focus,Petrol,16938
2017,22789,2,Manual, Focus,Petrol,17503
2018,9615,2,Manual, Focus,Petrol,18947
2016,36342,1,Manual, Focus,Petrol,9590
2017,41545,1.5,Manual, Focus,Petrol,11500
2017,19512,1,Manual, Focus,Petrol,11500
2019,7373,1,Manual, Focus,Petrol,14430
2019,7294,1,Manual, Focus,Petrol,15420
2019,12250,1.5,Manual, Focus,Diesel,16040
2019,3141,1,Manual, Focus,Petrol,14550
2019,3802,1,Manual, Focus,Petrol,14380
2019,7620,1,Manual, Focus,Petrol,14540
2019,6728,1,Manual, Focus,Petrol,14540
2017,18787,1.5,Manual, Focus,Diesel,11750
2018,10000,1,Manual, Focus,Petrol,13299
2018,13986,1,Manual, Focus,Petrol,14739
2015,38722,1,Manual, Focus,Petrol,8629
2019,8110,1.5,Manual, Focus,Petrol,16499
2017,24610,2,Manual, Focus,Diesel,15500
2017,10278,1,Manual, Focus,Petrol,11000
2017,36687,1,Manual, Focus,Petrol,9300
2018,15705,1,Manual, Focus,Petrol,12700
2018,16083,1,Manual, Focus,Petrol,15000
2018,16475,1.5,Manual, Focus,Diesel,13000
